"","setting","date","indicator","dimension","measure","estimate","se","lowerci","upperci"
"281","Albania",2017,"vdpt","Subnational region","Between-group standard deviation",1.91371864744514,NA,1.46498391534819,4.28174969471023
"282","Albania",2017,"vdpt","Subnational region","Between-group standard deviation",1.91371864744514,NA,1.46498391534819,4.28174969471023
"283","Albania",2017,"vdpt","Subnational region","Between-group standard deviation",1.91371864744514,NA,1.46498391534819,4.28174969471023
"284","Albania",2017,"vdpt","Subnational region","Between-group standard deviation",1.91371864744514,NA,1.46498391534819,4.28174969471023
"285","Albania",2017,"vdpt","Subnational region","Between-group standard deviation",1.91371864744514,NA,1.46498391534819,4.28174969471023
"286","Algeria",2019,"vdpt","Subnational region","Between-group standard deviation",9.89807403211033,NA,8.38693820090283,12.0416706794697
"287","Angola",2015,"vdpt","Subnational region","Between-group standard deviation",13.4975456360667,NA,11.4236080165024,17.330333990634
"288","Bangladesh",2017,"vdpt","Subnational region","Between-group standard deviation",2.11579081767214,NA,1.65224904944967,3.45023238059186
"289","Belize",2016,"vdpt","Subnational region","Between-group standard deviation",4.08778182625691,NA,3.61585013334436,10.0172096000421
"290","Benin",2021,"vdpt","Subnational region","Between-group standard deviation",11.9320998774185,NA,10.8088641348684,14.1213417076716
"291","Bolivia (Plurinational State of)",2016,"vdpt","Subnational region","Between-group standard deviation",5.35073832496615,NA,3.83382782048509,8.74733806444918
"292","Burkina Faso",2021,"vdpt","Subnational region","Between-group standard deviation",4.9789225547248,NA,4.02025272362068,7.90472197068081
"293","Burundi",2016,"vdpt","Subnational region","Between-group standard deviation",1.78879867714686,NA,1.43712762292426,2.92183896839583
"294","Cambodia",2021,"vdpt","Subnational region","Between-group standard deviation",9.74019167668494,NA,9.17376683156359,12.7908190492879
"295","Cameroon",2018,"vdpt","Subnational region","Between-group standard deviation",11.4611219065636,NA,9.05691612649613,15.4270389739868
"296","Central African Republic",2019,"vdpt","Subnational region","Between-group standard deviation",14.4757496751249,NA,12.6050166415084,17.0457242089022
"297","Chad",2014,"vdpt","Subnational region","Between-group standard deviation",16.1328284279321,NA,14.6658693830045,18.9831204241144
"298","Comoros",2022,"vdpt","Subnational region","Between-group standard deviation",5.6404102637546,NA,2.38273905667591,9.83140857653505
"299","Congo",2014,"vdpt","Subnational region","Between-group standard deviation",14.8107057716962,NA,12.8341102932333,17.9634137960102
"300","Costa Rica",2018,"vdpt","Subnational region","Between-group standard deviation",4.97252221067358,NA,2.94009852184623,9.3038809106705
"301","Cuba",2019,"vdpt","Subnational region","Between-group standard deviation",3.4503184928782,NA,3.0223258586148,7.23938574001371
"302","Cuba",2019,"vdpt","Subnational region","Between-group standard deviation",3.4503184928782,NA,3.0223258586148,7.23938574001371
"303","Côte d'Ivoire",2021,"vdpt","Subnational region","Between-group standard deviation",11.107115099771,NA,8.48093173323314,14.7383084441769
"304","Democratic Republic of the Congo",2017,"vdpt","Subnational region","Between-group standard deviation",20.8530537135965,NA,19.4162814899325,24.2423342425318
"305","Dominican Republic",2019,"vdpt","Subnational region","Between-group standard deviation",4.79593380364527,NA,3.93152303834892,8.12418364524344
"306","Ecuador",2018,"vdpt","Subnational region","Between-group standard deviation",1.24057112243447,NA,0.438794817677517,2.44316813052001
"307","Egypt",2014,"vdpt","Subnational region","Between-group standard deviation",1.59137287205711,NA,0.792561355699751,2.38556424924409
"308","El Salvador",2014,"vdpt","Subnational region","Between-group standard deviation",2.13084291520204,NA,0.792382236341664,4.98202075442042
"309","Eswatini",2021,"vdpt","Subnational region","Between-group standard deviation",2.52299845871292,NA,1.21270239732543,6.25218755774743
"310","Ethiopia",2019,"vdpt","Subnational region","Between-group standard deviation",16.816562110332,NA,13.3684847130096,21.6846471859223
"311","Fiji",2021,"vdpt","Subnational region","Between-group standard deviation",1.6301477048485,NA,0.539489599764554,4.67775951456617
"312","Gabon",2019,"vdpt","Subnational region","Between-group standard deviation",4.68524594978047,NA,3.52638167573045,9.41322711084913
"313","Gambia",2019,"vdpt","Subnational region","Between-group standard deviation",3.81682732488794,NA,2.48099948817093,5.86805486276012
"314","Ghana",2022,"vdpt","Subnational region","Between-group standard deviation",5.51197231997686,NA,4.48261720155106,8.239794625333
"315","Guatemala",2015,"vdpt","Subnational region","Between-group standard deviation",5.95427805740376,NA,4.65890253801145,8.47793894846679
"316","Guinea",2018,"vdpt","Subnational region","Between-group standard deviation",10.9791579919516,NA,8.26444341072984,13.9795664113629
"317","Guinea-Bissau",2019,"vdpt","Subnational region","Between-group standard deviation",7.94148321581365,NA,5.99229607559398,11.0865412454556
"318","Haiti",2016,"vdpt","Subnational region","Between-group standard deviation",8.36475954806962,NA,6.70508422678386,13.2388713957235
"319","Honduras",2019,"vdpt","Subnational region","Between-group standard deviation",5.65509200422224,NA,4.56073785765988,8.13450357692006
"320","India",2020,"vdpt","Subnational region","Between-group standard deviation",4.64985225079833,NA,4.40219357314148,5.17850545728326
"321","Indonesia",2017,"vdpt","Subnational region","Between-group standard deviation",10.9137187153532,NA,10.0221656249175,13.3310139929704
"322","Iraq",2018,"vdpt","Subnational region","Between-group standard deviation",15.7044693187123,NA,14.3538261872825,18.5300992944477
"323","Jordan",2017,"vdpt","Subnational region","Between-group standard deviation",3.65811439747735,NA,3.13868181498831,5.94253003044713
"324","Kazakhstan",2015,"vdpt","Subnational region","Between-group standard deviation",7.45893080884659,NA,5.57480169946535,10.609526324034
"325","Kenya",2022,"vdpt","Subnational region","Between-group standard deviation",9.93024995268171,NA,9.07691010715474,11.234673757202
"326","Kiribati",2019,"vdpt","Subnational region","Between-group standard deviation",8.1393697805917,NA,4.98848822247147,12.6225875352831
"327","Kyrgyzstan",2018,"vdpt","Subnational region","Between-group standard deviation",10.9112624845068,NA,8.08169784724747,14.5842324614708
"328","Lao People's Democratic Republic",2017,"vdpt","Subnational region","Between-group standard deviation",15.5203247050672,NA,14.3774976362323,18.6847611799165
"329","Lesotho",2018,"vdpt","Subnational region","Between-group standard deviation",2.40667085324422,NA,1.06638509098016,6.20111192513454
"330","Liberia",2019,"vdpt","Subnational region","Between-group standard deviation",4.4480395781615,NA,2.51466124932832,9.00240102312886
"331","Madagascar",2021,"vdpt","Subnational region","Between-group standard deviation",18.0515499292295,NA,16.6049886437274,20.8472180795414
"332","Malawi",2020,"vdpt","Subnational region","Between-group standard deviation",1.74745773277682,NA,1.17730687818653,2.75287788861129
"333","Maldives",2016,"vdpt","Subnational region","Between-group standard deviation",2.70159463048383,NA,2.18087112677888,6.88486305734413
"334","Mali",2018,"vdpt","Subnational region","Between-group standard deviation",8.07480244736491,NA,6.77191726751564,11.0435764005928
"335","Mauritania",2020,"vdpt","Subnational region","Between-group standard deviation",13.1866633326978,NA,10.6806014119383,15.8076757041994
"336","Mexico",2019,"vdpt","Subnational region","Between-group standard deviation",5.46784162701506,NA,3.79849682320066,8.86543106944368
"337","Mongolia",2018,"vdpt","Subnational region","Between-group standard deviation",2.67307404305701,NA,1.49519043990124,5.25659024575741
"338","Montenegro",2013,"vdpt","Subnational region","Between-group standard deviation",3.99060607846374,NA,1.30310658217633,9.4165634954498
"339","Mozambique",2022,"vdpt","Subnational region","Between-group standard deviation",21.1877569494901,NA,18.5659303600684,24.2719875521236
"340","Myanmar",2016,"vdpt","Subnational region","Between-group standard deviation",14.6024600201856,NA,12.6477755015765,19.1903942582042
"341","Namibia",2013,"vdpt","Subnational region","Between-group standard deviation",9.89083028857424,NA,7.04102764829348,14.3533872011248
"342","Nepal",2022,"vdpt","Subnational region","Between-group standard deviation",4.60083597031961,NA,2.90350929756157,6.97818239058436
"343","Niger",2021,"vdpt","Subnational region","Between-group standard deviation",12.5559054582718,NA,9.78612614455827,16.9554350736427
"344","Nigeria",2021,"vdpt","Subnational region","Between-group standard deviation",19.9012527399087,NA,18.879979175499,21.7531717252808
"345","North Macedonia",2019,"vdpt","Subnational region","Between-group standard deviation",11.1187529670005,NA,7.18987908541173,18.3884013668737
"346","Pakistan",2017,"vdpt","Subnational region","Between-group standard deviation",16.0530397156896,NA,13.8061340467638,18.4381679899833
"347","Papua New Guinea",2017,"vdpt","Subnational region","Between-group standard deviation",9.36285638455654,NA,7.26493760884645,13.5081320176237
"348","Paraguay",2016,"vdpt","Subnational region","Between-group standard deviation",4.39620086670862,NA,3.37477879869479,7.50998708304969
"349","Peru",2022,"vdpt","Subnational region","Between-group standard deviation",5.54970274044712,NA,4.80211531036874,7.31296686436948
"350","Philippines",2022,"vdpt","Subnational region","Between-group standard deviation",17.5875435297304,NA,16.3985549899251,20.2505310901703
"351","Rwanda",2019,"vdpt","Subnational region","Between-group standard deviation",0.381704180852302,NA,0.238271765029833,1.05553688345627
"352","Samoa",2020,"vdpt","Subnational region","Between-group standard deviation",13.8964750813362,NA,10.0508905678046,17.9039767019553
"353","Sao Tome and Principe",2019,"vdpt","Subnational region","Between-group standard deviation",0.972207906615587,NA,0.865308537976319,4.20029813386185
"354","Senegal",2019,"vdpt","Subnational region","Between-group standard deviation",5.63515806151479,NA,4.04127462773894,8.58674310003856
"355","Serbia",2019,"vdpt","Subnational region","Between-group standard deviation",5.6738695357387,NA,2.70676588244236,11.2104465583476
"356","Sierra Leone",2019,"vdpt","Subnational region","Between-group standard deviation",2.92818365590265,NA,1.71616712170641,5.59092013433769
"357","South Africa",2016,"vdpt","Subnational region","Between-group standard deviation",8.22512285994351,NA,6.06875467076592,12.5823096624794
"358","Sudan",2014,"vdpt","Subnational region","Between-group standard deviation",17.5453258306321,NA,15.5866581182886,20.9960852335878
"359","Suriname",2018,"vdpt","Subnational region","Between-group standard deviation",11.6126689920158,NA,9.36629410015774,17.3264395289922
"360","Tajikistan",2017,"vdpt","Subnational region","Between-group standard deviation",8.97927188615905,NA,7.06508992088567,11.4099841284814
"361","Thailand",2022,"vdpt","Subnational region","Between-group standard deviation",7.36482693235346,NA,5.10931428484958,10.6213578610749
"362","Timor-Leste",2016,"vdpt","Subnational region","Between-group standard deviation",9.96720650290768,NA,8.14177556230637,14.6458245281366
"363","Togo",2017,"vdpt","Subnational region","Between-group standard deviation",6.34830961680139,NA,3.74660044998306,11.5376622489786
"364","Tunisia",2018,"vdpt","Subnational region","Between-group standard deviation",11.1841758724581,NA,6.98172781027697,15.1861868539714
"365","Turkmenistan",2015,"vdpt","Subnational region","Between-group standard deviation",2.86286512182867,NA,0.859125867125467,5.30621195936942
"366","Turkmenistan",2015,"vdpt","Subnational region","Between-group standard deviation",2.86286512182867,NA,0.859125867125467,5.30621195936942
"367","Turkmenistan",2015,"vdpt","Subnational region","Between-group standard deviation",2.86286512182867,NA,0.859125867125467,5.30621195936942
"368","Türkiye",2018,"vdpt","Subnational region","Between-group standard deviation",6.68270033431649,NA,3.65916492043573,11.5768483334462
"369","Uganda",2016,"vdpt","Subnational region","Between-group standard deviation",5.54794129804631,NA,4.87315609706548,8.03849523288143
"370","United Republic of Tanzania",2022,"vdpt","Subnational region","Between-group standard deviation",8.1910750503147,NA,6.77822777243608,11.2701295253269
"371","United Republic of Tanzania",2022,"vdpt","Subnational region","Between-group standard deviation",8.1910750503147,NA,6.77822777243608,11.2701295253269
"372","Uzbekistan",2021,"vdpt","Subnational region","Between-group standard deviation",4.70972956990833,NA,3.17438513515815,6.81771847891155
"373","Viet Nam",2020,"vdpt","Subnational region","Between-group standard deviation",4.5066450032322,NA,2.7378626750776,9.22537721089813
"374","Yemen",2022,"vdpt","Subnational region","Between-group standard deviation",13.9043615543722,NA,12.9630525103566,16.4746823704312
"375","Zambia",2018,"vdpt","Subnational region","Between-group standard deviation",3.52782941388486,NA,2.81721922969629,7.08289273032146
"376","Zimbabwe",2019,"vdpt","Subnational region","Between-group standard deviation",4.17196324548601,NA,3.28051661001074,6.62508917898869
"377","Afghanistan",2022,"vzdpt","Subnational region","Between-group standard deviation",19.3248055688024,NA,18.3771490189801,22.4491416270808
"378","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"379","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"380","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"381","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"382","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"383","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"384","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"385","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"386","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"387","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"388","Albania",2017,"vzdpt","Subnational region","Between-group standard deviation",1.42483534872214,NA,0.25408892221352,3.05386551292577
"389","Algeria",2019,"vzdpt","Subnational region","Between-group standard deviation",3.39378135390197,NA,2.14719859243093,4.68682706263741
"390","Angola",2015,"vzdpt","Subnational region","Between-group standard deviation",16.6821575860642,NA,14.7266400858995,19.7280462447799
"391","Bangladesh",2017,"vzdpt","Subnational region","Between-group standard deviation",1.17440559488943,NA,0.894134305922084,2.21184005143239
"392","Bangladesh",2017,"vzdpt","Subnational region","Between-group standard deviation",1.17440559488943,NA,0.894134305922084,2.21184005143239
"393","Belize",2016,"vzdpt","Subnational region","Between-group standard deviation",4.04439473743107,NA,3.07959784479908,7.54950851831855
"394","Benin",2021,"vzdpt","Subnational region","Between-group standard deviation",10.181348518166,NA,8.64054151530744,13.1686822956106
"395","Burkina Faso",2021,"vzdpt","Subnational region","Between-group standard deviation",2.89013432427088,NA,1.84372313319673,4.89223927098125
"396","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"397","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"398","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"399","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"400","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"401","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"402","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"403","Burundi",2016,"vzdpt","Subnational region","Between-group standard deviation",0.907774206216335,NA,0.749868412600701,1.4966401453266
"404","Cambodia",2021,"vzdpt","Subnational region","Between-group standard deviation",8.78392712158566,NA,7.32760398241576,10.9126982556252
"405","Cameroon",2018,"vzdpt","Subnational region","Between-group standard deviation",7.06206012749286,NA,5.6801714189573,10.2491585902608
"406","Central African Republic",2019,"vzdpt","Subnational region","Between-group standard deviation",15.8463494479176,NA,13.9431257540356,18.9331720933752
"407","Chad",2014,"vzdpt","Subnational region","Between-group standard deviation",20.8564814690154,NA,19.3408591742751,23.5645974935943
"408","Comoros",2022,"vzdpt","Subnational region","Between-group standard deviation",4.58539294041373,NA,1.62554478968276,8.15809262759724
"409","Congo",2014,"vzdpt","Subnational region","Between-group standard deviation",10.1401714513977,NA,8.64255677472296,12.5954975830135
"410","Costa Rica",2018,"vzdpt","Subnational region","Between-group standard deviation",4.12824505999506,NA,1.80879793301478,7.71824898605898
"411","Costa Rica",2018,"vzdpt","Subnational region","Between-group standard deviation",4.12824505999506,NA,1.80879793301478,7.71824898605898
"412","Cuba",2019,"vzdpt","Subnational region","Between-group standard deviation",2.80257881525786,NA,1.90984556214151,7.59440568781302
"413","Cuba",2019,"vzdpt","Subnational region","Between-group standard deviation",2.80257881525786,NA,1.90984556214151,7.59440568781302
"414","Cuba",2019,"vzdpt","Subnational region","Between-group standard deviation",2.80257881525786,NA,1.90984556214151,7.59440568781302
"415","Cuba",2019,"vzdpt","Subnational region","Between-group standard deviation",2.80257881525786,NA,1.90984556214151,7.59440568781302
"416","Côte d'Ivoire",2021,"vzdpt","Subnational region","Between-group standard deviation",11.791236713251,NA,10.1621338696308,17.0027355502041
"417","Democratic Republic of the Congo",2017,"vzdpt","Subnational region","Between-group standard deviation",18.3140884408016,NA,16.5896652371025,21.9954848710493
"418","Dominican Republic",2019,"vzdpt","Subnational region","Between-group standard deviation",4.73141028070437,NA,3.68035906551826,6.32423914929984
"419","Ecuador",2018,"vzdpt","Subnational region","Between-group standard deviation",1.58226592532061,NA,0.653514445947387,2.53034432514875
"420","Egypt",2014,"vzdpt","Subnational region","Between-group standard deviation",0.449012346026078,NA,0.174081560252916,0.840093028805643
"421","El Salvador",2014,"vzdpt","Subnational region","Between-group standard deviation",0.56476812245502,NA,0.449091829922058,1.64365456670278
"422","Eswatini",2021,"vzdpt","Subnational region","Between-group standard deviation",2.32100503411996,NA,1.16963329838576,4.79287676780189
"423","Ethiopia",2019,"vzdpt","Subnational region","Between-group standard deviation",11.5920974754281,NA,9.80385123686284,14.7660013308561
"424","Fiji",2021,"vzdpt","Subnational region","Between-group standard deviation",1.29034110819447,NA,0.491057099078196,3.12207003119848
"425","Gabon",2019,"vzdpt","Subnational region","Between-group standard deviation",4.31640993113747,NA,3.21598494653452,7.52069509180406
"426","Gambia",2019,"vzdpt","Subnational region","Between-group standard deviation",1.62402801604967,NA,0.87094305614926,3.28858585076585
"427","Gambia",2019,"vzdpt","Subnational region","Between-group standard deviation",1.62402801604967,NA,0.87094305614926,3.28858585076585
"428","Ghana",2022,"vzdpt","Subnational region","Between-group standard deviation",3.41241847474617,NA,2.43198096917335,5.63294914400378
"429","Ghana",2022,"vzdpt","Subnational region","Between-group standard deviation",3.41241847474617,NA,2.43198096917335,5.63294914400378
"430","Ghana",2022,"vzdpt","Subnational region","Between-group standard deviation",3.41241847474617,NA,2.43198096917335,5.63294914400378
"431","Guatemala",2015,"vzdpt","Subnational region","Between-group standard deviation",0.885890164094674,NA,0.837522379384736,1.6401730894082
"432","Guinea",2018,"vzdpt","Subnational region","Between-group standard deviation",11.2231555964788,NA,9.74162142959938,16.0032121908295
"433","Guinea-Bissau",2019,"vzdpt","Subnational region","Between-group standard deviation",4.98605808343186,NA,4.07393313922694,7.10516665642673
"434","Haiti",2016,"vzdpt","Subnational region","Between-group standard deviation",4.7099431258245,NA,4.17986440458124,9.74988077708766
"435","Honduras",2019,"vzdpt","Subnational region","Between-group standard deviation",2.83024998842058,NA,2.34406568560142,4.36002144718527
"436","Honduras",2019,"vzdpt","Subnational region","Between-group standard deviation",2.83024998842058,NA,2.34406568560142,4.36002144718527
"437","India",2020,"vzdpt","Subnational region","Between-group standard deviation",2.33091951547617,NA,2.08735884488184,2.70006510754414
"438","Indonesia",2017,"vzdpt","Subnational region","Between-group standard deviation",8.36506935571656,NA,7.30275825227248,10.3473829115346
"439","Iraq",2018,"vzdpt","Subnational region","Between-group standard deviation",7.47977243239775,NA,6.65621857614489,9.66287982410034
"440","Jordan",2017,"vzdpt","Subnational region","Between-group standard deviation",3.72187509410114,NA,3.15546565272244,5.42738898220094
"441","Kazakhstan",2015,"vzdpt","Subnational region","Between-group standard deviation",3.68423202116556,NA,3.01374811555256,5.99665601612768
"442","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"443","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"444","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"445","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"446","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"447","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"448","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"449","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"450","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"451","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"452","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"453","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"454","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"455","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"456","Kenya",2022,"vzdpt","Subnational region","Between-group standard deviation",5.83851234431956,NA,5.09596029329955,6.86420396115638
"457","Kiribati",2019,"vzdpt","Subnational region","Between-group standard deviation",7.5720251059441,NA,4.19202596625055,13.1310876000069
"458","Kyrgyzstan",2018,"vzdpt","Subnational region","Between-group standard deviation",8.0148901767812,NA,5.50888146758045,12.2869091594156
"459","Kyrgyzstan",2018,"vzdpt","Subnational region","Between-group standard deviation",8.0148901767812,NA,5.50888146758045,12.2869091594156
"460","Lao People's Democratic Republic",2017,"vzdpt","Subnational region","Between-group standard deviation",13.343594681813,NA,12.0828376432242,15.7401002612417
"461","Lesotho",2018,"vzdpt","Subnational region","Between-group standard deviation",2.55139537722533,NA,1.05258637323141,5.42797021980287
"462","Liberia",2019,"vzdpt","Subnational region","Between-group standard deviation",1.13050736517804,NA,0.733292737627283,3.91804311380148
"463","Madagascar",2021,"vzdpt","Subnational region","Between-group standard deviation",14.4304925369912,NA,12.8690030122679,17.4699098070999
"464","Malawi",2020,"vzdpt","Subnational region","Between-group standard deviation",1.19975111971309,NA,0.850576281343792,1.91928746084882
"465","Maldives",2016,"vzdpt","Subnational region","Between-group standard deviation",4.38810223907026,NA,2.79988134218736,7.2115441501214
"466","Mali",2018,"vzdpt","Subnational region","Between-group standard deviation",7.64840224301172,NA,6.38459370857839,10.9627824091482
"467","Mauritania",2020,"vzdpt","Subnational region","Between-group standard deviation",6.69380586491638,NA,5.01725416285413,9.53218830370784
"468","Mexico",2019,"vzdpt","Subnational region","Between-group standard deviation",3.14563130896031,NA,1.76236039242825,4.55922012719294
"469","Mongolia",2018,"vzdpt","Subnational region","Between-group standard deviation",1.14737232673751,NA,0.712995269256133,2.63127172035226
"470","Montenegro",2013,"vzdpt","Subnational region","Between-group standard deviation",3.34960645083569,NA,1.61225751118588,6.075207015146
"471","Mozambique",2022,"vzdpt","Subnational region","Between-group standard deviation",16.2510058923817,NA,12.6813795771562,20.2572955416719
"472","Myanmar",2016,"vzdpt","Subnational region","Between-group standard deviation",8.26881948167147,NA,5.78593489907604,13.3556389550949
"473","Namibia",2013,"vzdpt","Subnational region","Between-group standard deviation",7.67099303381276,NA,4.90580430131485,11.1854216848154
"474","Nepal",2022,"vzdpt","Subnational region","Between-group standard deviation",2.38084053707064,NA,1.41745633016734,4.53408835149173
"475","Niger",2021,"vzdpt","Subnational region","Between-group standard deviation",9.44082949016551,NA,7.45825104426016,13.4926522492332
"476","Nigeria",2021,"vzdpt","Subnational region","Between-group standard deviation",17.3194682990213,NA,16.6290893155464,20.0640971562316
"477","North Macedonia",2019,"vzdpt","Subnational region","Between-group standard deviation",4.45318738026263,NA,1.56289199176651,7.57935565371215
"478","North Macedonia",2019,"vzdpt","Subnational region","Between-group standard deviation",4.45318738026263,NA,1.56289199176651,7.57935565371215
"479","North Macedonia",2019,"vzdpt","Subnational region","Between-group standard deviation",4.45318738026263,NA,1.56289199176651,7.57935565371215
"480","Pakistan",2017,"vzdpt","Subnational region","Between-group standard deviation",12.5773063040954,NA,11.2574499903698,14.7049831384551
"481","Papua New Guinea",2017,"vzdpt","Subnational region","Between-group standard deviation",10.2694449602064,NA,6.44874664721419,13.6369791126267
"482","Paraguay",2016,"vzdpt","Subnational region","Between-group standard deviation",3.47557221274532,NA,2.14259003160394,6.08028512081342
"483","Peru",2022,"vzdpt","Subnational region","Between-group standard deviation",3.37281573517803,NA,2.90554829366641,4.78006101298594
"484","Philippines",2022,"vzdpt","Subnational region","Between-group standard deviation",15.435206754788,NA,13.7412499514301,17.9354561438018
"485","Rwanda",2019,"vzdpt","Subnational region","Between-group standard deviation",0.309183975194277,NA,0.214591193711409,0.719721780359199
"486","Samoa",2020,"vzdpt","Subnational region","Between-group standard deviation",8.59199997644589,NA,6.00333963224229,12.9253540406206
"487","Sao Tome and Principe",2019,"vzdpt","Subnational region","Between-group standard deviation",1.78710301697315,NA,0.988126079389464,3.17890607963049
"488","Sao Tome and Principe",2019,"vzdpt","Subnational region","Between-group standard deviation",1.78710301697315,NA,0.988126079389464,3.17890607963049
"489","Senegal",2019,"vzdpt","Subnational region","Between-group standard deviation",3.07462897422122,NA,2.19724091861613,6.15035587141291
"490","Senegal",2019,"vzdpt","Subnational region","Between-group standard deviation",3.07462897422122,NA,2.19724091861613,6.15035587141291
"491","Serbia",2019,"vzdpt","Subnational region","Between-group standard deviation",3.99074835662184,NA,1.64001352490676,6.51184762439602
"492","Sierra Leone",2019,"vzdpt","Subnational region","Between-group standard deviation",1.15748076355052,NA,0.669205347978495,2.540172756462
"493","South Africa",2016,"vzdpt","Subnational region","Between-group standard deviation",4.82994860530092,NA,3.52886274586278,7.7399307178209
"494","Sudan",2014,"vzdpt","Subnational region","Between-group standard deviation",11.7126395509576,NA,9.54932699629735,15.3963832674227
"495","Suriname",2018,"vzdpt","Subnational region","Between-group standard deviation",6.49832988771449,NA,5.44834534184043,11.7171605092948
"496","Tajikistan",2017,"vzdpt","Subnational region","Between-group standard deviation",5.49011927542669,NA,4.05323100469775,6.85808034678712
"497","Thailand",2022,"vzdpt","Subnational region","Between-group standard deviation",2.46428041964846,NA,1.85812595135467,4.31095387331617
"498","Timor-Leste",2016,"vzdpt","Subnational region","Between-group standard deviation",9.61731689778159,NA,7.41872011184278,13.48107710969
"499","Togo",2017,"vzdpt","Subnational region","Between-group standard deviation",2.17896819193029,NA,1.83532640701527,5.60868206314094
"500","Tunisia",2018,"vzdpt","Subnational region","Between-group standard deviation",2.15968028117675,NA,1.47593305519443,4.46887187957882
"501","Turkmenistan",2015,"vzdpt","Subnational region","Between-group standard deviation",0.967140840622197,NA,0.477602163418576,1.94572966605383
"502","Turkmenistan",2015,"vzdpt","Subnational region","Between-group standard deviation",0.967140840622197,NA,0.477602163418576,1.94572966605383
"503","Turkmenistan",2015,"vzdpt","Subnational region","Between-group standard deviation",0.967140840622197,NA,0.477602163418576,1.94572966605383
"504","Türkiye",2018,"vzdpt","Subnational region","Between-group standard deviation",2.99106439335407,NA,1.76629497189296,6.06256797246569
"505","Uganda",2016,"vzdpt","Subnational region","Between-group standard deviation",2.57454551428429,NA,2.08084217020076,4.05295084821821
"506","United Republic of Tanzania",2022,"vzdpt","Subnational region","Between-group standard deviation",5.15244934599715,NA,4.66717856181506,7.62835731602996
"507","United Republic of Tanzania",2022,"vzdpt","Subnational region","Between-group standard deviation",5.15244934599715,NA,4.66717856181506,7.62835731602996
